20,0.000000,0.000000
40,0.000000,0.000000
80,0.000000,0.000000
160,0.000000,0.000000
320,0.000000,0.000000
640,0.000000,0.000000
1280,0.000000,0.000000
2560,0.000000,0.000000
5120,0.000000,0.015625
10240,0.000000,0.000000
20480,0.000000,0.015625
40960,0.015625,0.000000
81920,0.015625,0.031250
163840,0.046875,0.062500
327680,0.093750,0.125000
655360,0.234375,0.250000
1310720,0.437500,0.500000
2621440,0.890625,1.093750
5242880,2.031250,2.109375
10485760,3.937500,4.859375
